"","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILLPCA1","BILLPCA2","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"5584",5584,60000,"1","1","2",22,0,0,2,0,0,0,210.503386416578,21606.0065711582,4400,304,1100,1216,1300,589,"0"
"5585",5585,130000,"2","2","1",37,1,-2,-1,-1,-1,-1,-106608.959481519,-6056.46883962272,0,306,3670,1473,5555,1473,"0"
"5586",5586,4e+05,"1","3","1",43,-1,0,0,0,0,-1,83126.9144379862,119823.535696896,6100,26621,6600,406,316,316,"0"
"5587",5587,150000,"2","2","2",28,0,0,0,0,0,0,154724.31174882,-33363.6386843051,3900,5450,4000,4227,4321,5000,"0"
"5588",5588,230000,"2","3","1",58,-2,-2,-2,-2,-2,-2,-109079.351181617,-1517.9852588738,316,2310,316,316,316,316,"1"
"5589",5589,70000,"2","3","2",24,0,0,0,0,0,0,-5729.69944287118,59667.361918707,10004,3012,1000,1000,1518,20911,"0"
"5590",5590,50000,"2","2","1",39,0,0,0,0,0,0,-40869.4522693413,23646.939760343,2039,1400,1612,0,0,0,"0"
"5591",5591,90000,"2","1","1",38,-1,-1,-1,-1,-1,-1,-108322.023087113,-1921.41986794889,2132,0,1066,1752,569,2132,"0"
"5592",5592,30000,"2","3","2",49,0,0,2,0,0,0,-40148.5930890653,-7066.12840061399,3330,0,1148,1195,910,1000,"0"
"5593",5593,30000,"1","2","1",49,3,2,2,2,2,2,-43159.532522332,-8962.13212041903,1800,1100,1200,1000,0,2200,"0"
"5594",5594,250000,"2","1","2",26,-2,-2,-2,-2,-2,-2,-109835.406313073,-634.132667371112,712,0,0,0,0,0,"0"
"5595",5595,30000,"2","2","2",23,1,-1,-1,-2,-2,-1,-110314.05698878,-1549.32724117014,605,0,0,0,359,0,"0"
"5596",5596,150000,"2","2","1",27,-2,-2,-2,-2,-2,-2,-110291.379872869,-1087.91109955626,0,0,0,0,0,0,"0"
"5597",5597,4e+05,"2","1","2",48,-1,-1,-1,0,0,-1,-42387.5448936338,-13595.0056615176,10846,53383,16044,0,39727,0,"0"
"5598",5598,30000,"2","2","1",52,0,0,0,0,-1,-1,-67354.9020986656,4047.68077789791,2000,2000,5000,25242,0,5000,"1"
"5599",5599,270000,"2","1","2",50,-1,-1,-1,-1,0,-1,-106895.545099766,-411.01229809747,2340,0,1250,1000,178,1772,"0"
"5600",5600,360000,"1","3","1",37,-1,-1,-2,-2,-2,-1,-110267.932869474,-1873.0234441697,0,0,0,0,860,0,"0"
"5601",5601,80000,"2","2","1",23,2,0,0,0,0,0,95244.8302825542,12825.2623638574,2500,2404,3000,2800,7700,0,"1"
"5602",5602,70000,"2","2","2",33,0,0,0,0,0,2,-70293.4890878524,-8780.5679668571,1600,1500,1000,2000,0,1000,"0"
"5603",5603,50000,"2","1","2",29,0,0,0,0,0,0,-59370.6581503835,9744.20466719036,4000,2000,3000,3000,3000,3000,"0"
"5604",5604,220000,"2","2","2",38,0,0,0,0,0,0,255240.262037335,-42549.2952600611,6000,7000,6000,6000,10000,10000,"0"
"5605",5605,70000,"1","2","2",29,0,0,0,2,0,0,37061.5944608896,-20023.5147114891,2800,5000,0,2300,4950,2700,"1"
"5606",5606,340000,"2","1","1",39,0,0,0,0,0,0,521103.070442637,-72937.0796506727,9125,11750,9325,9665,10274,9832,"0"
"5607",5607,20000,"2","3","1",43,-1,-1,-1,0,-1,-1,-109897.991981654,-1607.69081741018,0,1170,0,390,0,780,"0"
"5608",5608,3e+05,"2","2","2",32,0,0,0,0,0,0,149716.748468097,31047.3031917918,6000,4500,3500,3000,3000,7500,"0"
"5609",5609,180000,"2","1","2",29,-2,-2,-2,-2,-2,-2,-110521.560920331,-1569.7917069989,0,432,0,0,0,0,"0"
"5610",5610,60000,"1","2","2",33,1,-2,-2,-2,-2,-1,-104923.756895249,-10167.370498919,0,0,0,0,17000,13000,"0"
"5611",5611,160000,"2","2","2",27,2,2,2,2,2,2,282516.81391731,-37997.5413865455,7500,5800,5700,0,18100,0,"1"
"5612",5612,50000,"1","2","2",37,0,0,0,0,0,0,-6874.94384804225,14653.0275936776,2064,2005,1367,1700,0,0,"0"
"5613",5613,1e+05,"2","1","1",38,-1,-1,-1,-1,-1,-1,-107853.582151335,-1115.49111205922,710,1824,1968,0,640,0,"0"
"5614",5614,60000,"2","3","1",48,-1,-1,-2,-2,-2,-1,-107086.092002067,-2269.49473848355,430,430,717,430,4171,2914,"0"
"5615",5615,30000,"1","2","2",23,0,0,0,0,0,0,-39748.6162640616,-10519.4172917697,2000,2000,1502,1112,1100,2000,"0"
"5616",5616,5e+05,"2","2","2",33,-2,-2,-2,-1,0,0,-5204.66683837295,-46914.8174067846,17311,81938,40060,30000,20000,10000,"0"
"5617",5617,20000,"2","2","1",35,0,0,0,0,0,0,-58222.8959316,-14597.9483193529,1347,1268,1000,1000,1000,1000,"0"
"5618",5618,50000,"2","2","2",23,0,0,-1,-1,-1,-1,-89919.2774559509,18196.2988450623,5582,836,836,836,3300,1476,"0"
"5619",5619,180000,"2","2","1",35,0,0,0,0,0,0,267045.673464166,15362.2230769547,8155,8199,4960,5404,4686,4563,"0"
"5620",5620,90000,"2","2","2",23,0,0,0,0,0,0,-72548.826469296,-4863.94192640726,2000,2000,1000,1000,2000,2000,"0"
"5621",5621,150000,"2","2","1",33,0,0,0,0,0,0,-11623.859889674,-14434.9172888676,2000,2000,1500,1700,1700,1668,"0"
"5622",5622,30000,"1","2","1",44,0,0,0,0,0,-2,-60504.5672682951,22248.7019100425,1643,1420,913,700,0,0,"0"
"5623",5623,130000,"1","3","2",45,0,0,-1,0,-1,-1,-97578.6648062603,9977.97881754768,1000,2522,0,390,390,390,"0"
"5624",5624,80000,"2","3","1",39,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"5625",5625,210000,"2","2","1",33,0,0,0,0,0,0,266293.744655379,83133.4514759438,8546,7542,11538,3735,4129,2821,"0"
"5626",5626,530000,"2","1","2",39,0,0,0,0,0,0,813027.55853869,167.923948538169,17045,14089,11962,11763,12557,12496,"0"
"5627",5627,360000,"1","2","1",51,1,3,2,0,0,0,-105131.287474723,477.688464416577,0,0,0,0,0,626,"1"
"5628",5628,140000,"2","2","2",36,0,0,0,0,0,0,144840.460146436,35587.4053474384,8144,6812,5036,3000,15000,10000,"0"
"5629",5629,20000,"2","2","1",24,2,0,0,0,0,0,-66588.2831003951,-3650.57948352632,1451,1141,512,533,1000,600,"0"
"5630",5630,2e+05,"2","1","1",40,-1,-1,-1,-1,-1,-1,-109936.146281019,-1667.78254704161,316,316,316,316,316,316,"0"
"5631",5631,40000,"2","2","2",25,0,0,0,2,0,0,-14259.2998301635,-9387.05329246487,1967,3300,0,1400,3100,0,"1"
"5632",5632,2e+05,"1","3","2",27,0,0,0,0,0,0,-16919.8044573501,31890.2066902241,4119,5000,3037,3025,3035,3000,"0"
"5633",5633,90000,"1","5","2",34,0,0,0,0,0,0,131990.129846578,-20525.50378521,3580,13000,7000,6000,7000,8200,"0"
"5634",5634,410000,"1","2","1",45,0,0,0,0,0,0,575086.013286685,-61668.7719724195,13000,10515,9884,11000,11425,11700,"0"
"5635",5635,170000,"2","3","2",42,0,0,0,0,0,0,96829.8352949675,-45675.7371590031,5000,20000,8000,10000,5000,4000,"0"
"5636",5636,230000,"2","1","1",37,0,0,0,0,0,0,88148.9358956561,2061.64949353307,5000,5000,3000,4000,5000,5000,"0"
"5637",5637,210000,"2","2","2",42,-1,-1,-1,0,-1,-1,-107772.771890001,-1440.46222342435,1024,1520,0,586,1466,427,"0"
"5638",5638,2e+05,"1","2","2",29,0,0,0,0,0,2,-33301.0025935679,-25349.7951157774,30035,10008,15011,5010,153,14100,"0"
"5639",5639,50000,"2","1","2",25,1,2,0,0,0,0,-2112.619124664,-15902.9621212209,0,2000,1800,2500,5500,1801,"0"
"5640",5640,130000,"1","2","2",42,0,0,0,0,0,0,100389.28238118,-24977.442777585,3087,3059,3080,4355,3323,3192,"0"
"5641",5641,210000,"1","2","2",34,0,0,0,0,-1,-1,-51017.9566019317,5163.80044555265,1995,21067,14492,17680,2407,497,"0"
"5642",5642,130000,"2","2","2",42,0,0,0,0,0,0,-579.660193700025,-14603.0684350425,1676,1682,1430,1318,1331,1525,"0"
"5643",5643,80000,"2","2","2",41,-1,2,2,2,2,2,57176.7535396095,-20701.5624940497,3000,2500,3000,2500,3000,0,"0"
"5644",5644,360000,"2","2","1",49,-1,-1,-2,-2,-2,-2,-103993.423488636,6702.39706052581,0,0,0,0,0,780,"0"
"5645",5645,5e+05,"1","1","1",42,1,1,0,0,0,0,146128.420117576,-163523.974724951,1054,177080,4425,5666,4825,100225,"0"
"5646",5646,60000,"2","2","1",53,-1,-1,-1,-1,-1,-1,-109700.098640558,-1750.71673927521,390,390,390,540,390,390,"1"
"5647",5647,160000,"2","2","2",26,0,0,0,0,-1,-1,-102668.287755751,4095.93429654633,1216,1000,32,905,0,0,"0"
"5648",5648,50000,"2","2","2",22,2,0,0,0,0,0,-37688.4074714067,36566.5832139021,2617,2463,350,311,313,324,"1"
"5649",5649,50000,"1","3","1",33,0,0,0,2,0,0,-64907.7287868772,-4724.22553782217,1346,2664,1261,782,606,583,"0"
"5650",5650,360000,"1","1","2",36,0,0,0,0,0,-1,237019.762038119,221376.311347998,12009,9530,2116,9291,18718,19333,"0"
"5651",5651,30000,"2","2","2",38,1,-2,-2,-1,2,2,-110371.191305372,-2006.56885926655,0,0,239,0,500,0,"0"
"5652",5652,20000,"2","2","2",27,-1,2,-1,2,0,0,-106470.078622028,-3217.60498474516,0,4294,0,0,150,0,"0"
"5653",5653,360000,"2","1","1",32,0,0,0,0,-1,0,-64956.6100275946,26529.1199305761,1174,1100,396,1266,9,7643,"1"
"5654",5654,50000,"2","1","2",28,0,0,0,0,0,0,-96581.6961597833,-2534.26623235305,2000,2000,500,2000,2000,1000,"0"
"5655",5655,460000,"2","1","1",43,-2,-2,-2,-2,-2,-2,-77767.9387269218,-6383.73250155994,21958,4052,23862,13036,11167,45034,"0"
"5656",5656,20000,"1","2","2",24,-1,2,2,2,0,0,-62509.8605020079,-6337.57460574651,0,2480,0,1000,1035,1000,"0"
"5657",5657,330000,"1","2","1",39,1,-1,-1,0,0,0,91683.2043632286,-155791.121611882,416,125755,5000,6000,6000,10000,"0"
"5658",5658,2e+05,"2","3","1",29,1,-2,-1,-1,-1,-1,-96224.7796658635,-11116.0518962107,0,1000,34614,749,0,0,"0"
"5659",5659,50000,"2","2","1",38,2,2,2,2,0,0,-10009.868897998,20233.0582832215,1101,1500,39,1280,0,0,"1"
"5660",5660,50000,"2","2","1",24,0,0,0,0,0,0,-101039.376550763,1320.73991158555,2003,7000,2900,2500,400,0,"0"
"5661",5661,50000,"1","2","2",24,1,-1,-1,-1,-1,-1,-109862.125668111,-1972.71983974188,3000,0,3000,0,2000,1000,"0"
"5662",5662,270000,"2","2","1",42,-1,-1,2,-1,-1,-1,-92061.7544251494,-4468.63059702142,11921,329,20218,3699,3204,13193,"0"
"5663",5663,2e+05,"2","2","1",33,-1,-1,-1,-1,0,0,-93547.1407184666,-7360.91900576364,5846,200,15845,0,0,0,"0"
"5664",5664,3e+05,"2","2","2",28,0,0,0,0,0,0,161570.138603886,68857.9159736742,5017,3200,3500,3000,3000,74000,"0"
"5665",5665,50000,"2","1","2",26,1,-2,-2,-2,-1,-1,-110456.228650791,-1938.72277525484,0,0,0,350,351,4076,"0"
"5666",5666,250000,"2","3","1",55,0,0,0,0,0,0,377473.327362682,87053.028932458,8000,7400,9700,5100,4500,4012,"1"
"5667",5667,4e+05,"1","1","2",33,0,0,0,-2,-2,-1,102392.37705318,144030.086755271,9150,0,0,0,91057,1e+05,"0"
"5668",5668,360000,"2","1","2",27,0,0,0,0,0,0,95370.981572948,45041.8803135852,20006,25006,20200,40000,0,0,"0"
"5669",5669,120000,"2","2","1",29,0,0,0,0,0,0,188086.006805886,-25132.6998818217,6500,6100,4603,4774,9000,0,"1"
"5670",5670,50000,"2","2","1",49,2,0,0,0,0,0,-59311.0933419082,-8768.96863042415,1341,1353,774,953,805,832,"1"
"5671",5671,340000,"2","2","1",40,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"5672",5672,180000,"1","2","2",29,0,0,0,0,0,0,90102.0050727428,25821.9402147411,3977,6516,1611,3000,7080,1132,"0"
"5673",5673,50000,"2","1","2",23,1,-1,0,0,0,0,-35508.2328413301,-12947.6022898092,53267,1835,3039,0,7000,9300,"0"
"5674",5674,150000,"1","2","2",37,-1,0,0,0,0,0,146859.014183053,-17413.7920125856,4000,3700,3700,3756,3800,3500,"0"
"5675",5675,1e+05,"2","2","1",41,2,2,2,2,2,0,123242.857537263,-20425.376481438,3500,0,7000,0,3600,4000,"1"
"5676",5676,2e+05,"2","2","2",28,1,-1,-1,-1,-1,-1,-108763.72570029,-2008.15631316086,1732,828,0,497,1809,0,"0"
"5677",5677,160000,"1","2","2",43,0,0,-2,-2,-2,-2,-106920.623741133,3081.57299919849,0,0,0,0,0,0,"0"
"5678",5678,50000,"1","3","1",55,0,0,0,0,0,0,-28294.8935180553,-1227.32489473551,2489,1384,841,1013,819,15154,"0"
"5679",5679,150000,"2","2","1",40,0,0,0,0,0,0,-6018.368056938,-14700.9658901863,2000,1800,1800,1800,2000,1800,"0"
"5680",5680,50000,"2","3","1",52,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"5681",5681,220000,"2","2","2",36,0,0,0,0,0,0,161703.482330305,-15168.3577940637,4000,5500,3775,4100,5000,4500,"0"
"5682",5682,30000,"2","2","1",23,2,2,2,2,2,2,-76432.8626823907,-6627.7675436569,2762,0,910,1000,0,1200,"1"
"5683",5683,30000,"2","2","1",26,2,0,0,0,0,2,-61266.7207629253,3221.22057548324,1700,1600,700,1401,0,600,"1"
"5684",5684,50000,"2","3","2",57,0,0,0,0,0,0,-65735.9151107013,-4780.90773637006,1321,1278,638,654,659,557,"0"
"5685",5685,160000,"2","2","2",35,0,0,2,0,0,0,-40618.2712455466,-10928.454288753,4000,0,1200,2000,1300,1291,"0"
"5686",5686,180000,"1","1","2",31,-2,-2,-2,-2,-2,-2,-73132.2295554073,7739.2893484783,48544,17700,4270,0,19331,0,"0"
"5687",5687,190000,"1","1","1",31,0,0,0,0,0,0,143118.083181289,50291.6034804921,6004,5148,5313,3000,40000,0,"0"
"5688",5688,480000,"2","1","1",39,0,0,-1,0,0,0,243663.449385601,104112.068905175,302000,66270,15000,3044,30042,34048,"0"
"5689",5689,270000,"2","1","2",32,0,0,0,0,0,-1,-44857.4454912135,16154.7071627038,20000,5000,5000,1000,386,0,"0"
"5690",5690,2e+05,"1","2","2",37,-2,-2,-2,-2,-2,-2,-110200.890968739,-1434.95242977498,536,0,495,0,0,546,"0"
"5691",5691,80000,"1","1","2",38,-1,-1,-1,0,-1,-1,-106585.399593856,-951.497649552894,259,7544,0,390,332,780,"1"
"5692",5692,410000,"1","2","1",36,-2,-2,-2,-2,-1,-1,-86386.1586623344,-31.8695650730879,10534,29750,3483,10470,2636,122005,"0"
"5693",5693,50000,"2","1","2",25,-1,2,0,0,0,-1,-105831.4525124,-992.610067650807,0,1760,0,0,1910,0,"1"
"5694",5694,50000,"2","3","2",42,0,0,0,0,0,0,-101029.953473294,-4319.55798330793,1064,1073,312,166,168,174,"0"
"5695",5695,210000,"1","1","1",39,-2,-2,-2,-1,-1,-2,-108617.820654141,-1931.87336646306,0,650,3446,0,0,0,"1"
"5696",5696,20000,"1","1","2",28,0,0,0,0,0,0,-66523.4203898793,-8103.33236100832,1600,1700,1000,1000,556,193,"0"
"5697",5697,150000,"2","1","2",28,0,0,0,0,0,0,154789.38796163,-20099.1066676159,5500,5300,3853,4000,4000,3952,"0"
"5698",5698,130000,"2","1","2",25,1,2,-1,-1,-1,-1,-102890.860763895,-2064.61008084947,0,6000,2750,3641,1735,7290,"1"
"5699",5699,2e+05,"2","1","2",26,0,0,0,0,0,0,132686.200074123,-10924.1519689002,3311,3400,3400,3512,3586,3148,"0"
"5700",5700,110000,"2","2","2",23,0,0,0,0,0,0,101153.310780241,14208.481225324,5023,3900,2600,5000,3000,3000,"0"
"5701",5701,180000,"2","1","1",30,-1,-1,-2,-2,-2,-2,-109479.462249317,-83.6030189373378,0,0,0,0,0,0,"1"
"5702",5702,3e+05,"2","1","1",40,-1,-1,-1,-1,0,0,-23282.1653100341,-62865.697254821,3939,11082,115184,19800,0,2356,"0"
"5703",5703,360000,"1","1","2",32,-1,-1,-1,-1,0,0,-110139.581151754,-1957.76459499542,185,0,617,0,0,0,"0"
"5704",5704,380000,"2","2","1",30,-2,-2,-2,-2,-2,-2,-107758.475235358,435.963076677672,745,1180,578,578,0,580,"0"
"5705",5705,360000,"2","1","2",29,-1,-1,-2,-2,-2,-1,-109201.43724481,-335.137885501943,0,0,0,0,629,2475,"1"
"5706",5706,80000,"1","1","2",28,-2,-2,-2,-2,-2,-2,-96360.6730854012,-516.374470828796,9467,0,3967,9455,5000,2900,"1"
"5707",5707,350000,"2","1","3",48,-1,-1,-1,-1,-1,-1,76851.3133816241,66970.2582034392,6046,157181,19751,27070,55613,11811,"0"
"5708",5708,20000,"2","5","1",28,0,0,0,2,0,0,-61549.0371805392,-2207.94402466483,1674,2200,0,686,705,4176,"0"
"5709",5709,320000,"2","1","2",35,0,0,0,0,0,0,289145.631905714,113537.754873382,10000,10000,5000,6000,5000,5000,"0"
"5710",5710,90000,"1","3","1",62,0,0,0,0,-1,-1,-24996.1597381459,78313.2219517179,2500,1000,1000,500,0,31000,"0"
"5711",5711,40000,"2","1","2",27,-1,-1,0,0,0,-1,-41279.3612289789,-14861.9474408609,14163,20000,3000,3000,31749,0,"1"
"5712",5712,50000,"2","2","1",40,-1,0,0,0,0,0,-22464.5361079568,19006.5825670502,2005,5000,610,631,634,3000,"0"
"5713",5713,210000,"2","1","2",24,-1,-1,0,0,0,-1,-1013.02358780271,14628.8173933677,114482,20176,6793,20112,29676,47642,"0"
"5714",5714,30000,"2","2","2",22,3,2,0,0,2,2,-41517.650118274,-7023.95197717044,87,2002,3200,0,3926,0,"0"
"5715",5715,310000,"2","1","2",27,1,-1,-1,-2,-1,-1,-105961.42548085,-7757.62792030472,113,200,0,6960,6008,0,"1"
"5716",5716,280000,"2","2","2",35,-2,-2,-2,-2,-2,-2,-106714.927190296,-3533.81646616427,1198,494,698,1233,5080,17095,"0"
"5717",5717,280000,"2","1","1",41,0,0,0,0,0,0,72323.7705996571,23417.6408943195,3000,3007,5000,2000,1700,2000,"0"
"5718",5718,260000,"2","1","2",33,2,-1,-1,-1,-1,2,-108199.967476583,-2227.60851896809,493,493,1134,1072,2,3103,"0"
"5719",5719,90000,"1","2","1",41,-1,-1,0,0,0,0,48568.5878105664,-69084.3133981798,79786,2836,3657,2972,6228,0,"0"
"5720",5720,280000,"1","1","1",49,-2,-2,-2,-2,-2,-2,-102788.170246455,7404.82314607244,6231,0,0,0,0,0,"0"
"5721",5721,360000,"2","3","2",34,-1,2,2,-2,-2,-2,-108483.811666836,760.8902167222,0,0,0,0,0,0,"0"
"5722",5722,30000,"2","3","2",27,2,2,2,2,2,2,-76402.6919829615,-5727.2419762198,1300,0,1200,0,1300,0,"1"
"5723",5723,380000,"1","2","1",48,0,0,0,0,0,0,516139.687984952,93955.8788691819,13000,9500,8000,7200,6700,7500,"0"
"5724",5724,80000,"2","2","2",22,3,2,0,0,0,2,-9299.99289946615,-8716.86810303214,0,2200,1500,5600,0,2275,"0"
"5725",5725,50000,"2","1","2",25,2,2,2,2,2,2,8175.98786581266,-15122.2123793272,3900,0,3800,0,4000,0,"1"
"5726",5726,280000,"2","1","1",37,1,-2,-2,-1,-1,-1,-102965.998594579,1576.68160542312,12611,0,3100,240,2010,212,"0"
"5727",5727,120000,"2","2","3",37,2,2,2,2,2,2,-42603.8181281869,-9350.33252889017,2000,600,1500,1500,0,1056,"1"
"5728",5728,180000,"1","1","1",49,0,0,0,0,0,0,57805.0406145508,-26462.6213849796,3000,4000,5000,3000,5000,5000,"0"
"5729",5729,380000,"1","3","2",33,-1,-1,-1,-1,-1,-1,-25507.0463110081,-91049.3082349745,3742,3012,69294,33827,115860,64486,"0"
"5730",5730,110000,"2","1","2",27,0,0,0,2,0,0,-38716.9325687978,6.8323023629473,1700,4000,0,1000,5000,3000,"0"
"5731",5731,50000,"2","2","3",37,-1,-1,-1,-1,-1,0,-100502.343333073,-11449.1631835501,1424,1256,190,13400,30,16447,"0"
"5732",5732,2e+05,"2","1","2",48,-2,-2,-2,-1,2,2,-106867.695980028,-5191.5141144061,0,0,5000,0,0,0,"0"
"5733",5733,2e+05,"1","1","1",44,-1,-1,-1,-1,-1,-1,-77057.1970441082,-1164.07568433736,1582,21133,2941,8191,22842,5567,"0"
"5734",5734,150000,"2","1","1",35,0,0,0,0,0,-1,-36772.8739235297,5853.54272943926,20228,10036,18002,10000,5621,0,"0"
"5735",5735,60000,"1","2","1",40,0,0,0,0,0,0,-6269.76257639408,31465.0049960143,2354,2538,1000,2000,1000,1000,"1"
"5736",5736,2e+05,"2","2","2",30,0,0,0,0,0,0,234230.67828952,5557.47873164696,7325,7470,4460,4583,4376,4533,"0"
"5737",5737,90000,"2","2","1",35,2,0,0,0,0,2,23066.9259821107,80.2322778860314,2700,2500,1900,4600,0,1600,"1"
"5738",5738,150000,"2","1","2",32,-1,-1,-1,-1,-1,-1,-105863.811764675,-2861.12968169763,468,2988,2232,4535,0,1593,"0"
"5739",5739,20000,"1","3","2",23,1,2,2,3,2,2,-85952.1745930204,-5464.95981943501,0,2400,0,0,1100,0,"1"
"5740",5740,150000,"2","3","1",34,0,0,0,0,0,0,122540.4914864,-1235.47930106464,5000,4000,4000,3290,3200,3215,"0"
"5741",5741,180000,"1","1","2",34,-1,0,-1,-1,-1,-1,-89466.3192188722,13441.9801500732,1000,11153,3924,800,0,2190,"0"
"5742",5742,470000,"1","2","2",34,-2,-2,-2,-1,-1,0,13905.288000461,-116765.802737942,1116,0,1632,141190,6000,7004,"0"
"5743",5743,30000,"2","3","2",59,2,2,2,2,2,2,-52997.9289596372,-6870.43166175632,3363,0,1600,0,2000,0,"1"
"5744",5744,20000,"2","1","2",22,-1,-1,2,0,0,-1,-97547.0565505201,5220.21362716706,2313,0,0,1449,2030,1280,"0"
"5745",5745,4e+05,"2","1","1",36,-1,-1,-1,-1,-1,-1,-87383.6782595086,1160.60129435166,8911,13025,2816,6856,11069,6823,"0"
"5746",5746,210000,"2","1","2",27,0,0,0,0,0,0,-87450.854367553,2059.28635115297,1500,1006,1500,1500,2600,99,"0"
"5747",5747,120000,"1","3","1",38,2,2,2,2,2,2,85695.2875851869,-24047.3221525258,3000,3000,3000,3300,3600,2700,"1"
"5748",5748,160000,"2","4","1",42,-2,-2,-2,-1,0,0,-108853.510600046,-2275.7090963904,5624,0,2039,0,0,0,"0"
"5749",5749,2e+05,"2","1","2",26,0,-1,-1,-1,-1,-1,-104470.722365509,1386.38534180859,1776,3598,0,2160,900,1850,"0"
"5750",5750,160000,"2","1","2",30,-1,-1,-2,-1,-1,2,-105038.138592252,2674.83989911541,0,0,2804,403,0,3144,"0"
"5751",5751,160000,"2","2","2",37,2,2,2,2,2,2,257218.679119371,-43858.5331744499,200,12000,0,11500,5811,0,"1"
"5752",5752,250000,"1","3","1",51,-2,-1,-1,-1,0,-1,-105647.830903506,-6412.03350479046,1540,387,381,3985,7161,0,"0"
"5753",5753,140000,"1","3","1",56,0,0,0,0,0,0,-89559.398694422,-5647.80680516574,1299,1500,1000,1000,1500,1000,"0"
"5754",5754,330000,"2","2","2",30,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"1"
"5755",5755,220000,"2","1","2",24,2,0,0,0,0,0,282002.974578961,-38332.144268622,7100,7200,5800,5900,12000,0,"1"
"5756",5756,30000,"2","3","1",29,1,2,2,2,2,2,-75918.6468757887,-6786.24163798286,0,2905,0,1386,0,600,"0"
"5757",5757,260000,"1","1","2",35,1,2,0,0,2,0,261623.064008552,-45072.0510684484,0,6910,16502,0,5847,5873,"1"
"5758",5758,380000,"2","2","1",30,0,0,0,0,0,0,630750.298228965,-73750.563063865,11000,12602,11500,10500,11000,10152,"0"
"5759",5759,10000,"2","2","2",33,0,0,0,0,0,-1,-88571.0310962257,3582.48167604108,2452,1000,193,168,1734,770,"1"
"5760",5760,190000,"2","1","2",44,0,0,0,0,0,0,218086.494175737,78279.963149364,8000,7000,4000,3000,3000,3000,"0"
"5761",5761,30000,"2","2","1",38,0,0,0,0,0,0,-80428.2726636794,9872.96230013201,1553,1033,381,384,404,1297,"0"
"5762",5762,3e+05,"2","1","1",39,1,2,-1,-1,-1,-1,-99433.6991541194,-494.316032328952,29,3009,5364,4714,2362,4,"0"
"5763",5763,20000,"1","2","1",27,0,0,2,0,0,0,-66333.1316727709,-5565.78254289946,2850,0,514,2000,1000,1570,"0"
"5764",5764,20000,"1","2","1",35,0,0,0,0,0,-1,-85530.2982209094,12898.2203719992,3013,1005,1000,3000,1650,0,"0"
"5765",5765,80000,"2","3","2",22,0,0,-1,-1,-2,-2,-69564.12003931,36038.8554006777,2400,15674,0,0,0,0,"0"
"5766",5766,240000,"1","2","1",33,0,0,0,0,0,0,414169.171341183,-14436.5583718879,8000,7400,6500,7000,7000,7000,"0"
"5767",5767,90000,"2","3","2",26,0,0,0,0,0,0,-69985.5968873164,-8083.62344703077,1269,1280,1000,950,652,1000,"0"
"5768",5768,1e+05,"2","2","1",43,0,0,0,0,0,0,60289.0982818891,21558.3694830641,4000,5000,3000,9000,4000,5000,"0"
"5769",5769,320000,"1","1","3",32,-1,-1,-1,-1,-1,-1,-103948.575354098,-2448.71429500751,4929,2064,4365,1183,3287,2810,"0"
"5770",5770,360000,"1","2","1",45,2,2,-2,-2,-2,-2,-109588.225194479,-218.138224885737,0,0,0,0,0,0,"0"
"5771",5771,180000,"1","2","1",38,1,2,2,0,0,0,-101500.91296365,-1584.25537030131,2000,200,500,124,0,0,"1"
"5772",5772,3e+05,"1","2","1",40,-2,-2,-2,-2,-2,-2,-97210.4767610187,3319.19700347011,4347,0,2208,2475,7580,0,"0"
"5773",5773,20000,"2","1","2",22,-2,-2,-2,-2,-2,-1,-110099.142127604,-1778.08807095302,0,913,304,0,302,7676,"0"
"5774",5774,270000,"2","2","2",26,0,0,0,0,0,0,-68976.4145654254,1760.65476414016,1300,1533,1391,1255,1273,1000,"0"
"5775",5775,20000,"2","3","2",49,0,0,0,0,0,0,-63227.001346682,-5344.04526876583,1337,2000,666,714,810,600,"0"
"5776",5776,360000,"2","2","1",35,0,0,0,0,0,0,-43365.9102506245,14222.71361838,1600,3019,900,600,369,2471,"0"
"5777",5777,120000,"1","2","1",38,0,0,0,0,0,0,-26230.4815404933,15096.6393577037,2000,1361,1000,824,851,812,"0"
"5778",5778,130000,"2","3","2",27,0,0,0,0,0,0,167562.190593439,-21913.4322650858,5300,5400,4000,9000,4400,4500,"0"
"5779",5779,60000,"2","3","2",45,0,0,0,0,0,0,-8957.8021389305,1956.25833852828,1726,1502,1287,1322,1179,1156,"0"
"5780",5780,60000,"1","2","1",36,0,0,0,0,0,0,8163.02131466565,-16252.4303809046,2000,1805,1800,2000,2000,2000,"0"
"5781",5781,120000,"2","3","2",31,-1,-1,-1,-1,-1,-1,-109138.367931379,-919.6564285811,390,390,390,390,390,1079,"0"
